goals,assists,xg,xa,shots,key_passes,big_chances_created,dribbles,final_third_passes,tackles_won,interceptions,recoveries,clearances,aerials_won,minutes,appearances,player_id,player,slug,team,league,position,season,goals_p90,assists_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,big_chances_created_p90,dribbles_p90,final_third_passes_p90,tackles_won_p90,interceptions_p90,recoveries_p90,clearances_p90,aerials_won_p90
1,1,0.86,1.64,14,8,2,12,186,52,51,158,178,65,2953,36,988672,David Affengruber,david-affengruber,Elche,La Liga,Defender,2025/26,0.0305,0.0305,0.0262,0.05,0.4267,0.2438,0.061,0.3657,5.6688,1.5848,1.5544,4.8154,5.425,1.981
4,5,2.65,5.29,28,46,13,38,416,40,23,130,44,12,2874,36,962710,Germán Valera,german-valera,Elche,La Liga,Midfielder,2025/26,0.1253,0.1566,0.083,0.1657,0.8768,1.4405,0.4071,1.19,13.0271,1.2526,0.7203,4.071,1.3779,0.3758
1,0,0.22,0.53,4,2,0,9,146,9,2,33,7,11,718,12,914765,Gonzalo Villar,gonzalo-villar,Elche,La Liga,Midfielder,2025/26,0.1253,0.0,0.0276,0.0664,0.5014,0.2507,0.0,1.1281,18.3008,1.1281,0.2507,4.1365,0.8774,1.3788
1,0,1.18,0.63,16,10,2,10,87,4,4,27,9,7,929,20,848512,Grady Diangana,grady-diangana,Elche,La Liga,Midfielder,2025/26,0.0969,0.0,0.1143,0.061,1.5501,0.9688,0.1938,0.9688,8.4284,0.3875,0.3875,2.6157,0.8719,0.6781
2,2,0.62,0.2,12,4,0,8,37,3,6,19,10,6,500,14,1402908,Héctor Fort,fort-hector,Elche,La Liga,Defender,2025/26,0.36,0.36,0.1116,0.036,2.16,0.72,0.0,1.44,6.66,0.54,1.08,3.42,1.8,1.08
1,0,0.73,0.13,6,1,0,2,56,12,7,32,18,14,683,21,1094758,John Donald,john-nwankwo,Elche,La Liga,Defender,2025/26,0.1318,0.0,0.0962,0.0171,0.7906,0.1318,0.0,0.2635,7.3792,1.5813,0.9224,4.2167,2.3719,1.8448
0,3,0.26,2.65,3,21,4,7,99,8,5,24,5,1,572,19,808955,Josan,josan,Elche,La Liga,Midfielder,2025/26,0.0,0.472,0.0409,0.417,0.472,3.3042,0.6294,1.1014,15.5769,1.2587,0.7867,3.7762,0.7867,0.1573
1,0,0.89,0.73,13,6,0,5,61,7,1,18,0,1,405,10,1126447,Lucas Cepeda,lucas-cepeda,Elche,La Liga,Midfielder,2025/26,0.2222,0.0,0.1978,0.1622,2.8889,1.3333,0.0,1.1111,13.5556,1.5556,0.2222,4.0,0.0,0.2222
0,0,0.64,0.31,8,2,1,3,123,22,15,69,72,34,1614,32,827504,Léo Pétrot,leo-petrot,Elche,La Liga,Defender,2025/26,0.0,0.0,0.0357,0.0173,0.4461,0.1115,0.0558,0.1673,6.8587,1.2268,0.8364,3.8476,4.0149,1.8959
1,2,0.21,0.58,3,11,1,0,222,29,43,97,55,9,2522,35,1014595,Marc Aguado,marc-aguado,Elche,La Liga,Midfielder,2025/26,0.0357,0.0714,0.0075,0.0207,0.1071,0.3925,0.0357,0.0,7.9223,1.0349,1.5345,3.4615,1.9627,0.3212
2,5,0.84,2.67,12,25,4,21,215,12,2,58,13,5,1352,25,1100646,Martim Neto,martim-neto,Elche,La Liga,Midfielder,2025/26,0.1331,0.3328,0.0559,0.1777,0.7988,1.6642,0.2663,1.3979,14.3121,0.7988,0.1331,3.8609,0.8654,0.3328
1,3,0.67,1.31,10,15,4,4,250,21,29,76,107,50,2068,28,141832,Pedro Bigas,pedro-bigas,Elche,La Liga,Defender,2025/26,0.0435,0.1306,0.0292,0.057,0.4352,0.6528,0.1741,0.1741,10.8801,0.9139,1.2621,3.3075,4.6567,2.176
8,0,8.08,1.13,69,9,3,5,134,9,5,37,19,19,1815,27,825754,Rafa Mir,rafa-mir,Elche,La Liga,Forward,2025/26,0.3967,0.0,0.4007,0.056,3.4215,0.4463,0.1488,0.2479,6.6446,0.4463,0.2479,1.8347,0.9421,0.9421
1,1,0.52,0.91,8,11,3,9,114,13,10,45,20,12,933,13,605374,Tete Morente,tete-morente,Elche,La Liga,Forward,2025/26,0.0965,0.0965,0.0502,0.0878,0.7717,1.0611,0.2894,0.8682,10.9968,1.254,0.9646,4.3408,1.9293,1.1576
1,0,0.48,0.94,9,5,0,8,218,34,20,91,86,29,2165,31,855831,Víctor Chust,victor-chust,Elche,La Liga,Defender,2025/26,0.0416,0.0,0.02,0.0391,0.3741,0.2079,0.0,0.3326,9.0624,1.4134,0.8314,3.7829,3.5751,1.2055
7,5,8.85,2.69,76,33,7,39,154,16,3,53,26,133,2200,34,1154587,Álvaro Rodriguez,alvaro-rodriguez,Elche,La Liga,Forward,2025/26,0.2864,0.2045,0.362,0.11,3.1091,1.35,0.2864,1.5955,6.3,0.6545,0.1227,2.1682,1.0636,5.4409
6,3,2.8,3.44,42,27,6,49,210,60,40,173,73,14,3195,36,1396048,Carlos Romero,carlos-romero,Espanyol,La Liga,Defender,2025/26,0.169,0.0845,0.0789,0.0969,1.1831,0.7606,0.169,1.3803,5.9155,1.6901,1.1268,4.8732,2.0563,0.3944
1,0,0.82,0.1,10,2,0,5,51,6,6,29,12,19,712,24,758664,Charles Pickel,charles-pickel,Espanyol,La Liga,Midfielder,2025/26,0.1264,0.0,0.1037,0.0126,1.264,0.2528,0.0,0.632,6.4466,0.7584,0.7584,3.6657,1.5169,2.4017
0,1,0.13,0.2,3,4,0,1,48,13,11,53,100,35,1402,20,1129360,Clemens Riedel,clemens-riedel,Espanyol,La Liga,Defender,2025/26,0.0,0.0642,0.0083,0.0128,0.1926,0.2568,0.0,0.0642,3.0813,0.8345,0.7061,3.4023,6.4194,2.2468
0,2,0.47,0.96,11,8,4,5,34,4,4,23,2,8,426,9,877037,Cyril Ngonge,cyril-ngonge,Espanyol,La Liga,Forward,2025/26,0.0,0.4225,0.0993,0.2028,2.3239,1.6901,0.8451,1.0563,7.1831,0.8451,0.8451,4.8592,0.4225,1.6901
1,6,2.35,6.79,44,83,11,34,275,29,23,119,36,18,2542,36,877262,Edu Expósito,edu-exposito,Espanyol,La Liga,Midfielder,2025/26,0.0354,0.2124,0.0832,0.2404,1.5578,2.9386,0.3895,1.2038,9.7364,1.0268,0.8143,4.2132,1.2746,0.6373
0,0,1.76,0.16,12,3,1,2,50,19,28,85,124,37,2150,28,857205,Fernando Calero,fernando-calero,Espanyol,La Liga,Defender,2025/26,0.0,0.0,0.0737,0.0067,0.5023,0.1256,0.0419,0.0837,2.093,0.7953,1.1721,3.5581,5.1907,1.5488
2,0,3.47,0.83,15,10,2,5,68,2,3,33,3,2,678,10,891511,Javi Puado,javi-puado,Espanyol,La Liga,Midfielder,2025/26,0.2655,0.0,0.4606,0.1102,1.9912,1.3274,0.2655,0.6637,9.0265,0.2655,0.3982,4.3805,0.3982,0.2655
1,0,2.34,1.36,23,15,2,16,49,6,6,41,8,3,921,26,1019236,Jofre Carreras,jofre,Espanyol,La Liga,Midfielder,2025/26,0.0977,0.0,0.2287,0.1329,2.2476,1.4658,0.1954,1.5635,4.7883,0.5863,0.5863,4.0065,0.7818,0.2932
8,1,8.8,2.25,60,20,4,9,92,7,6,48,20,90,1749,37,84972,Kike García,kike-garcia,Espanyol,La Liga,Forward,2025/26,0.4117,0.0515,0.4528,0.1158,3.0875,1.0292,0.2058,0.4631,4.7341,0.3602,0.3087,2.47,1.0292,4.6312
3,0,2.78,1.62,40,11,1,6,145,21,26,85,218,106,3330,37,81992,Leandro Cabrera,leandro-cabrera,Espanyol,La Liga,Defender,2025/26,0.0811,0.0,0.0751,0.0438,1.0811,0.2973,0.027,0.1622,3.9189,0.5676,0.7027,2.2973,5.8919,2.8649
0,2,0.01,2.04,1,17,3,7,167,55,40,96,95,28,2828,36,1064026,Omar El Hilali,omar-el-hilali,Espanyol,La Liga,Defender,2025/26,0.0,0.0636,0.0003,0.0649,0.0318,0.541,0.0955,0.2228,5.3147,1.7504,1.273,3.0552,3.0233,0.8911
7,1,7.07,2.67,59,34,5,11,141,23,18,76,21,23,1989,33,175185,Pere Milla,pere-milla,Espanyol,La Liga,Midfielder,2025/26,0.3167,0.0452,0.3199,0.1208,2.6697,1.5385,0.2262,0.4977,6.3801,1.0407,0.8145,3.4389,0.9502,1.0407
2,1,0.78,2.21,17,23,2,3,217,19,22,83,26,11,2182,33,826010,Pol Lozano,pol-lozano,Espanyol,La Liga,Midfielder,2025/26,0.0825,0.0412,0.0322,0.0912,0.7012,0.9487,0.0825,0.1237,8.9505,0.7837,0.9074,3.4235,1.0724,0.4537
1,2,1.5,1.06,15,16,4,9,77,9,11,35,7,9,1062,29,1088565,Ramón Terrats,ramon-terrats,Espanyol,La Liga,Midfielder,2025/26,0.0847,0.1695,0.1271,0.0898,1.2712,1.3559,0.339,0.7627,6.5254,0.7627,0.9322,2.9661,0.5932,0.7627
7,3,9.31,2.71,59,18,6,9,86,6,7,57,26,59,2387,38,1392592,Roberto Fernández,roberto-fernandez,Espanyol,La Liga,Forward,2025/26,0.2639,0.1131,0.351,0.1022,2.2245,0.6787,0.2262,0.3393,3.2426,0.2262,0.2639,2.1491,0.9803,2.2245
0,1,0.22,1.2,8,9,2,15,59,10,10,44,24,14,830,21,1021165,Rubén Sánchez,sanchez-saez-ruben,Espanyol,La Liga,Defender,2025/26,0.0,0.1084,0.0239,0.1301,0.8675,0.9759,0.2169,1.6265,6.3976,1.0843,1.0843,4.7711,2.6024,1.5181
2,5,2.54,4.28,34,32,7,35,178,35,18,108,14,10,2431,36,1063015,Tyrhys Dolan,tyrhys-dolan,Espanyol,La Liga,Midfielder,2025/26,0.074,0.1851,0.094,0.1585,1.2587,1.1847,0.2592,1.2958,6.5899,1.2958,0.6664,3.9984,0.5183,0.3702
0,1,0.73,0.73,18,11,0,14,165,35,32,142,59,25,2629,36,1064009,Urko González,urko-gonzalez,Espanyol,La Liga,Midfielder,2025/26,0.0,0.0342,0.025,0.025,0.6162,0.3766,0.0,0.4793,5.6485,1.1982,1.0955,4.8612,2.0198,0.8558
0,2,0.62,2.1,10,24,4,23,336,23,5,92,25,10,1874,28,997035,Alejandro Balde,alejandro-balde,FC Barcelona,La Liga,Defender,2025/26,0.0,0.0961,0.0298,0.1009,0.4803,1.1526,0.1921,1.1046,16.1366,1.1046,0.2401,4.4184,1.2006,0.4803
0,0,0.25,0.11,4,1,0,0,46,3,2,21,19,14,434,13,186795,Andreas Christensen,andreas-christensen,FC Barcelona,La Liga,Defender,2025/26,0.0,0.0,0.0518,0.0228,0.8295,0.2074,0.0,0.0,9.5392,0.6221,0.4147,4.3548,3.9401,2.9032
7,8,7.66,5.64,70,49,11,16,397,22,14,102,23,20,2077,33,789071,Dani Olmo,dani-olmo,FC Barcelona,La Liga,Midfielder,2025/26,0.3033,0.3467,0.3319,0.2444,3.0332,2.1233,0.4766,0.6933,17.2027,0.9533,0.6066,4.4198,0.9966,0.8666
1,2,2.96,2.4,25,31,3,2,491,42,48,113,78,44,2730,34,876214,Eric García,eric-garcia,FC Barcelona,La Liga,Defender,2025/26,0.033,0.0659,0.0976,0.0791,0.8242,1.022,0.0989,0.0659,16.1868,1.3846,1.5824,3.7253,2.5714,1.4505
6,9,6.99,4.47,68,34,15,44,293,24,7,82,6,8,1797,30,1153270,Fermín López,fermin-lopez,FC Barcelona,La Liga,Midfielder,2025/26,0.3005,0.4508,0.3501,0.2239,3.4057,1.7028,0.7513,2.2037,14.6745,1.202,0.3506,4.1068,0.3005,0.4007
16,2,13.16,1.72,69,23,5,9,142,5,3,36,10,25,1984,33,855833,Ferran Torres,ferran-torres,FC Barcelona,La Liga,Forward,2025/26,0.7258,0.0907,0.597,0.078,3.13,1.0433,0.2268,0.4083,6.4415,0.2268,0.1361,1.6331,0.4536,1.1341
1,5,1.17,3.72,7,35,9,5,468,18,17,86,15,8,1637,25,795222,Frenkie de Jong,frenkie-de-jong,FC Barcelona,La Liga,Midfielder,2025/26,0.055,0.2749,0.0643,0.2045,0.3849,1.9243,0.4948,0.2749,25.73,0.9896,0.9346,4.7282,0.8247,0.4398
0,1,0.0,0.33,0,8,1,1,98,8,3,26,7,12,574,11,1103693,Gavi,gavi,FC Barcelona,La Liga,Midfielder,2025/26,0.0,0.1568,0.0,0.0517,0.0,1.2544,0.1568,0.1568,15.3659,1.2544,0.4704,4.0767,1.0976,1.8815
0,0,0.2,0.97,7,13,1,6,283,28,29,72,111,43,2140,32,1094827,Gerard Martín,gerard-martin,FC Barcelona,La Liga,Defender,2025/26,0.0,0.0,0.0084,0.0408,0.2944,0.5467,0.0421,0.2523,11.9019,1.1776,1.2196,3.028,4.6682,1.8084
2,2,0.5,1.98,13,15,6,25,135,20,10,57,17,7,962,16,138892,João Cancelo,joao-cancelo,FC Barcelona,La Liga,Defender,2025/26,0.1871,0.1871,0.0468,0.1852,1.2162,1.4033,0.5613,2.3389,12.6299,1.8711,0.9356,5.3326,1.5904,0.6549
1,3,1.66,3.39,14,23,6,21,426,25,30,91,55,35,2269,30,827212,Jules Koundé,jules-kounde,FC Barcelona,La Liga,Defender,2025/26,0.0397,0.119,0.0658,0.1345,0.5553,0.9123,0.238,0.833,16.8973,0.9916,1.19,3.6095,2.1816,1.3883
16,11,12.81,10.09,117,73,26,133,569,21,10,99,3,0,2268,28,1402912,Lamine Yamal,lamine-yamal,FC Barcelona,La Liga,Midfielder,2025/26,0.6349,0.4365,0.5083,0.4004,4.6429,2.8968,1.0317,5.2778,22.5794,0.8333,0.3968,3.9286,0.119,0.0
2,1,1.04,0.59,7,5,2,11,108,18,12,29,19,15,795,22,1526618,Marc Bernal,marc-bernal,FC Barcelona,La Liga,Midfielder,2025/26,0.2264,0.1132,0.1177,0.0668,0.7925,0.566,0.2264,1.2453,12.2264,2.0377,1.3585,3.283,2.1509,1.6981
0,1,0.96,0.73,11,14,0,2,177,10,7,41,8,7,999,24,1000483,Marc Casadó,marc-casado,FC Barcelona,La Liga,Midfielder,2025/26,0.0,0.0901,0.0865,0.0658,0.991,1.2613,0.0,0.1802,15.9459,0.9009,0.6306,3.6937,0.7207,0.6306
8,7,7.51,4.62,76,46,8,30,369,8,2,44,14,4,1761,32,814590,Marcus Rashford,marcus-rashford,FC Barcelona,La Liga,Forward,2025/26,0.4089,0.3578,0.3838,0.2361,3.8842,2.3509,0.4089,1.5332,18.8586,0.4089,0.1022,2.2487,0.7155,0.2044
1,0,0.54,0.73,10,5,1,1,247,27,30,104,147,65,2708,31,1402913,Pau Cubarsí,pau-cubarsi,FC Barcelona,La Liga,Defender,2025/26,0.0332,0.0,0.0179,0.0243,0.3323,0.1662,0.0332,0.0332,8.209,0.8973,0.997,3.4564,4.8855,2.1603
2,9,1.57,5.39,21,64,8,38,664,29,24,163,23,10,2107,29,992587,Pedri,pedri,FC Barcelona,La Liga,Midfielder,2025/26,0.0854,0.3844,0.0671,0.2302,0.897,2.7337,0.3417,1.6232,28.3626,1.2387,1.0252,6.9625,0.9824,0.4271
13,3,10.36,5.81,65,43,11,21,249,6,5,47,11,3,1388,22,831005,Raphinha,raphinha,FC Barcelona,La Liga,Midfielder,2025/26,0.8429,0.1945,0.6718,0.3767,4.2147,2.7882,0.7133,1.3617,16.1455,0.389,0.3242,3.0476,0.7133,0.1945
14,2,14.14,1.2,63,14,4,9,103,2,3,31,20,25,1656,31,41789,Robert Lewandowski,robert-lewandowski,FC Barcelona,La Liga,Forward,2025/26,0.7609,0.1087,0.7685,0.0652,3.4239,0.7609,0.2174,0.4891,5.5978,0.1087,0.163,1.6848,1.087,1.3587
3,0,1.43,0.43,12,3,1,0,72,15,9,48,38,39,1072,24,925097,Ronald Araújo,ronald-araujo,FC Barcelona,La Liga,Defender,2025/26,0.2519,0.0,0.1201,0.0361,1.0075,0.2519,0.084,0.0,6.0448,1.2593,0.7556,4.0299,3.1903,3.2743
1,1,1.43,1.88,22,15,3,22,110,4,2,15,3,0,661,21,1162107,Roony Bardghji,roony-bardghji,FC Barcelona,La Liga,Forward,2025/26,0.1362,0.1362,0.1947,0.256,2.9955,2.0424,0.4085,2.9955,14.9773,0.5446,0.2723,2.0424,0.4085,0.0
0,2,0.3,0.39,7,4,3,2,35,19,22,44,82,22,1440,23,1101232,Abdel Abqar,abdel-abqar,Getafe,La Liga,Defender,2025/26,0.0,0.125,0.0188,0.0244,0.4375,0.25,0.1875,0.125,2.1875,1.1875,1.375,2.75,5.125,1.375
3,0,2.08,0.34,26,4,0,15,79,21,4,53,7,36,1723,28,1515554,Adrian Liso,liso-adrian,Getafe,La Liga,Forward,2025/26,0.1567,0.0,0.1086,0.0178,1.3581,0.2089,0.0,0.7835,4.1265,1.0969,0.2089,2.7684,0.3656,1.8804
0,1,0.18,0.96,3,6,1,1,26,7,1,19,26,18,524,15,128637,Allan Nyom,allan-nyom,Getafe,La Liga,Defender,2025/26,0.0,0.1718,0.0309,0.1649,0.5153,1.0305,0.1718,0.1718,4.4656,1.2023,0.1718,3.2634,4.4656,3.0916
4,1,3.05,0.25,15,5,1,6,86,4,5,32,5,15,1068,16,604954,Borja Mayoral,borja-mayoral,Getafe,La Liga,Forward,2025/26,0.3371,0.0843,0.257,0.0211,1.264,0.4213,0.0843,0.5056,7.2472,0.3371,0.4213,2.6966,0.4213,1.264
0,0,0.31,0.57,5,4,0,10,37,6,1,14,1,18,361,14,1392054,Coba Da Costa,coba-da-costa,Getafe,La Liga,Midfielder,2025/26,0.0,0.0,0.0773,0.1421,1.2465,0.9972,0.0,2.4931,9.2244,1.4958,0.2493,3.4903,0.2493,4.4875
0,0,0.24,0.51,4,3,0,10,39,17,6,26,24,9,698,14,1918369,Davinchi,davinchi,Getafe,La Liga,Defender,2025/26,0.0,0.0,0.0309,0.0658,0.5158,0.3868,0.0,1.2894,5.0287,2.192,0.7736,3.3524,3.0946,1.1605
0,0,0.33,1.04,11,11,1,6,125,31,31,73,59,22,1767,28,350560,Diego Rico,diego-rico,Getafe,La Liga,Defender,2025/26,0.0,0.0,0.0168,0.053,0.5603,0.5603,0.0509,0.3056,6.3667,1.5789,1.5789,3.7182,3.0051,1.1205
0,0,0.13,0.21,4,2,0,9,106,24,35,109,145,46,2585,34,307702,Djené,djene,Getafe,La Liga,Defender,2025/26,0.0,0.0,0.0045,0.0073,0.1393,0.0696,0.0,0.3133,3.6905,0.8356,1.2186,3.795,5.0484,1.6015
1,1,0.86,0.41,13,2,1,0,79,18,35,99,212,79,2928,34,576276,Domingos Duarte,domingos-duarte,Getafe,La Liga,Defender,2025/26,0.0307,0.0307,0.0264,0.0126,0.3996,0.0615,0.0307,0.0,2.4283,0.5533,1.0758,3.043,6.5164,2.4283
0,0,0.36,0.8,13,7,0,4,52,5,7,25,6,4,560,17,353154,Javier Muñoz,javier-munoz,Getafe,La Liga,Midfielder,2025/26,0.0,0.0,0.0579,0.1286,2.0893,1.125,0.0,0.6429,8.3571,0.8036,1.125,4.0179,0.9643,0.6429
1,2,1.06,1.85,26,18,3,30,181,68,25,108,141,32,3189,37,949707,Juan Iglesias,juan-iglesias,Getafe,La Liga,Defender,2025/26,0.0282,0.0564,0.0299,0.0522,0.7338,0.508,0.0847,0.8467,5.1082,1.9191,0.7056,3.048,3.9793,0.9031
1,1,0.69,1.35,8,17,2,7,150,22,34,100,44,18,2020,28,53739,Kiko Femenía,kiko-femenia,Getafe,La Liga,Defender,2025/26,0.0446,0.0446,0.0307,0.0601,0.3564,0.7574,0.0891,0.3119,6.6832,0.9802,1.5149,4.4554,1.9604,0.802
1,10,1.22,6.32,27,80,12,21,346,34,42,208,51,51,3273,37,811629,Luis Milla,luis-milla,Getafe,La Liga,Midfielder,2025/26,0.0275,0.275,0.0335,0.1738,0.7424,2.1998,0.33,0.5775,9.5142,0.9349,1.1549,5.7195,1.4024,1.4024
3,1,2.0,0.35,25,5,0,3,52,3,4,27,12,46,1204,17,974713,Luis Vázquez,luis-vazquez,Getafe,La Liga,Forward,2025/26,0.2243,0.0748,0.1495,0.0262,1.8688,0.3738,0.0,0.2243,3.887,0.2243,0.299,2.0183,0.897,3.4385
2,1,2.63,1.03,27,8,1,14,114,34,15,74,29,75,2134,35,1154549,Mario Martín,martin-mario,Getafe,La Liga,Midfielder,2025/26,0.0843,0.0422,0.1109,0.0434,1.1387,0.3374,0.0422,0.5904,4.8079,1.4339,0.6326,3.1209,1.2231,3.1631
6,1,4.34,1.38,35,15,5,25,111,13,9,53,18,41,1604,18,973536,Martín Satriano,martin-satriano,Getafe,La Liga,Forward,2025/26,0.3367,0.0561,0.2435,0.0774,1.9638,0.8416,0.2805,1.4027,6.2282,0.7294,0.505,2.9738,1.01,2.3005
6,2,7.16,0.9,59,22,1,31,182,43,23,154,34,57,3255,37,385888,Mauro Arambarri,mauro-arambarri,Getafe,La Liga,Midfielder,2025/26,0.1659,0.0553,0.198,0.0249,1.6313,0.6083,0.0276,0.8571,5.0323,1.1889,0.6359,4.2581,0.9401,1.576
0,0,0.36,0.14,4,1,1,2,17,12,1,15,18,7,406,11,1392092,Sebastián Boselli,sebastian-boselli,Getafe,La Liga,Defender,2025/26,0.0,0.0,0.0798,0.031,0.8867,0.2217,0.2217,0.4433,3.7685,2.6601,0.2217,3.3251,3.9901,1.5517
1,0,0.9,0.13,10,1,0,16,52,22,28,80,92,27,1350,15,1108450,Zaid Romero,zaid-romero,Getafe,La Liga,Defender,2025/26,0.0667,0.0,0.06,0.0087,0.6667,0.0667,0.0,1.0667,3.4667,1.4667,1.8667,5.3333,6.1333,1.8
0,1,0.39,0.97,13,8,1,5,50,5,2,44,4,5,710,18,1398518,Álex Sancris,alex-sancris,Getafe,La Liga,Forward,2025/26,0.0,0.1268,0.0494,0.123,1.6479,1.0141,0.1268,0.6338,6.338,0.6338,0.2535,5.5775,0.507,0.6338
0,2,0.82,1.58,16,10,2,7,152,15,15,46,60,15,1121,24,1002347,Alejandro Francés,alejandro-frances,Girona FC,La Liga,Defender,2025/26,0.0,0.1606,0.0658,0.1269,1.2846,0.8029,0.1606,0.562,12.2034,1.2043,1.2043,3.6931,4.8171,1.2043
2,3,1.62,1.82,19,24,7,13,284,38,41,117,124,34,2678,35,1084081,Arnau Martínez,arnau-martinez,Girona FC,La Liga,Defender,2025/26,0.0672,0.1008,0.0544,0.0612,0.6385,0.8066,0.2353,0.4369,9.5444,1.2771,1.3779,3.932,4.1673,1.1426
1,2,2.39,1.19,20,17,2,10,284,25,30,167,56,47,2533,32,35612,Axel Witsel,axel-witsel,Girona FC,La Liga,Midfielder,2025/26,0.0355,0.0711,0.0849,0.0423,0.7106,0.604,0.0711,0.3553,10.0908,0.8883,1.0659,5.9337,1.9897,1.67
5,2,3.4,4.42,51,36,11,69,372,14,16,80,9,6,1766,24,991421,Azzedine Ounahi,azzedine-ounahi,Girona FC,La Liga,Midfielder,2025/26,0.2548,0.1019,0.1733,0.2253,2.5991,1.8347,0.5606,3.5164,18.9581,0.7135,0.8154,4.077,0.4587,0.3058
0,3,2.9,2.75,27,21,6,33,169,19,9,79,11,4,1597,29,910026,Bryan Gil,bryan-gil,Girona FC,La Liga,Midfielder,2025/26,0.0,0.1691,0.1634,0.155,1.5216,1.1835,0.3381,1.8597,9.5241,1.0708,0.5072,4.4521,0.6199,0.2254
1,1,2.16,0.66,21,8,2,16,103,5,1,20,4,1,618,17,1482424,Claudio Echeverri,claudio-echeverri,Girona FC,La Liga,Midfielder,2025/26,0.1456,0.1456,0.3146,0.0961,3.0583,1.165,0.2913,2.3301,15.0,0.7282,0.1456,2.9126,0.5825,0.1456
5,0,5.38,0.51,19,2,0,2,13,4,1,8,3,18,430,21,32048,Cristhian Stuani,cristhian-stuani,Girona FC,La Liga,Forward,2025/26,1.0465,0.0,1.126,0.1067,3.9767,0.4186,0.0,0.4186,2.7209,0.8372,0.2093,1.6744,0.6279,3.7674
0,0,0.26,1.13,5,11,1,12,305,34,39,141,126,33,2610,31,44864,Daley Blind,daley-blind,Girona FC,La Liga,Defender,2025/26,0.0,0.0,0.009,0.039,0.1724,0.3793,0.0345,0.4138,10.5172,1.1724,1.3448,4.8621,4.3448,1.1379
1,0,0.73,1.03,16,13,2,7,243,16,17,69,25,10,1561,27,835484,Fran Beltrán,fran-beltran,Girona FC,La Liga,Midfielder,2025/26,0.0577,0.0,0.0421,0.0594,0.9225,0.7495,0.1153,0.4036,14.0102,0.9225,0.9801,3.9782,1.4414,0.5766
1,1,0.86,0.97,7,10,2,9,210,34,5,66,50,20,1758,33,1632454,Hugo Rincón,rincon-lumbreras-hugo,Girona FC,La Liga,Defender,2025/26,0.0512,0.0512,0.044,0.0497,0.3584,0.5119,0.1024,0.4608,10.7509,1.7406,0.256,3.3788,2.5597,1.0239
0,1,0.87,2.07,13,25,2,30,348,37,16,147,29,21,2538,35,973699,Iván Martín,ivan-martin,Girona FC,La Liga,Midfielder,2025/26,0.0,0.0355,0.0309,0.0734,0.461,0.8865,0.0709,1.0638,12.3404,1.3121,0.5674,5.2128,1.0284,0.7447
0,0,0.16,0.09,3,1,0,3,36,3,4,20,8,2,384,12,1106573,Jhon Solís,jhon-solis,Girona FC,La Liga,Midfielder,2025/26,0.0,0.0,0.0375,0.0211,0.7031,0.2344,0.0,0.7031,8.4375,0.7031,0.9375,4.6875,1.875,0.4688
3,1,3.7,2.06,48,16,2,37,152,12,2,63,14,5,1482,32,1391616,Joel Roca,joel-roca,Girona FC,La Liga,Midfielder,2025/26,0.1822,0.0607,0.2247,0.1251,2.915,0.9717,0.1215,2.247,9.2308,0.7287,0.1215,3.8259,0.8502,0.3036
0,0,1.36,0.57,9,3,0,0,26,1,2,11,0,5,473,10,218616,Portu,portu,Girona FC,La Liga,Forward,2025/26,0.0,0.0,0.2588,0.1085,1.7125,0.5708,0.0,0.0,4.9471,0.1903,0.3805,2.093,0.0,0.9514
3,1,1.93,1.51,17,20,1,20,235,16,5,57,2,2,1273,27,191182,Thomas Lemar,thomas-lemar,Girona FC,La Liga,Midfielder,2025/26,0.2121,0.0707,0.1364,0.1068,1.2019,1.414,0.0707,1.414,16.6143,1.1312,0.3535,4.0299,0.1414,0.1414
6,5,6.83,3.94,51,56,4,27,393,22,20,82,29,32,2641,32,319735,Viktor Tsygankov,viktor-tsygankov,Girona FC,La Liga,Midfielder,2025/26,0.2045,0.1704,0.2328,0.1343,1.738,1.9084,0.1363,0.9201,13.3927,0.7497,0.6816,2.7944,0.9883,1.0905
1,1,1.58,0.45,19,9,2,8,132,31,33,128,215,87,3138,36,1485300,Vitor Reis,reis-vitor,Girona FC,La Liga,Defender,2025/26,0.0287,0.0287,0.0453,0.0129,0.5449,0.2581,0.0574,0.2294,3.7859,0.8891,0.9465,3.6711,6.1663,2.4952
9,1,8.52,1.29,27,12,3,9,72,3,3,24,16,17,1960,27,976374,Vladyslav Vanat,vladyslav-vanat,Girona FC,La Liga,Forward,2025/26,0.4133,0.0459,0.3912,0.0592,1.2398,0.551,0.1378,0.4133,3.3061,0.1378,0.1378,1.102,0.7347,0.7806
0,0,0.58,1.4,15,12,2,13,54,3,5,26,4,2,605,15,1092769,Yáser Asprilla,yaser-asprilla,Girona FC,La Liga,Midfielder,2025/26,0.0,0.0,0.0863,0.2083,2.2314,1.7851,0.2975,1.9339,8.0331,0.4463,0.7438,3.8678,0.595,0.2975
0,3,1.49,2.15,16,16,6,35,258,28,30,101,104,20,2562,31,294593,Álex Moreno,alex-moreno,Girona FC,La Liga,Defender,2025/26,0.0,0.1054,0.0523,0.0755,0.5621,0.5621,0.2108,1.2295,9.0632,0.9836,1.0539,3.548,3.6534,0.7026
