goals,assists,xg,xa,shots,key_passes,big_chances_created,dribbles,final_third_passes,tackles_won,interceptions,recoveries,clearances,aerials_won,minutes,appearances,player_id,player,slug,team,league,position,season,goals_p90,assists_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,big_chances_created_p90,dribbles_p90,final_third_passes_p90,tackles_won_p90,interceptions_p90,recoveries_p90,clearances_p90,aerials_won_p90
1,0,0.67,1.06,16,10,1,7,53,5,2,19,2,2,365,16,1019318,Nico Serrano,nico-serrano,Athletic Club,La Liga,Midfielder,2025/26,0.2466,0.0,0.1652,0.2614,3.9452,2.4658,0.2466,1.726,13.0685,1.2329,0.4932,4.6849,0.4932,0.4932
6,3,5.37,4.98,46,34,5,67,193,9,7,90,9,8,1687,25,1085400,Nico Williams,nico-williams,Athletic Club,La Liga,Midfielder,2025/26,0.3201,0.16,0.2865,0.2657,2.4541,1.8139,0.2667,3.5744,10.2964,0.4801,0.3734,4.8014,0.4801,0.4268
4,0,6.47,1.57,48,27,0,16,199,15,4,66,9,19,1803,28,966801,Oihan Sancet,oihan-sancet,Athletic Club,La Liga,Midfielder,2025/26,0.1997,0.0,0.323,0.0784,2.396,1.3478,0.0,0.7987,9.9334,0.7488,0.1997,3.2945,0.4493,0.9484
6,1,3.94,2.1,21,24,4,23,166,9,7,56,9,9,1311,32,944165,Robert Navarro,robert-navarro,Athletic Club,La Liga,Midfielder,2025/26,0.4119,0.0686,0.2705,0.1442,1.4416,1.6476,0.2746,1.5789,11.3959,0.6178,0.4805,3.8444,0.6178,0.6178
1,1,2.14,0.97,23,8,0,6,63,8,1,29,6,17,949,26,1391375,Unai Gómez,unai-gomez,Athletic Club,La Liga,Midfielder,2025/26,0.0948,0.0948,0.203,0.092,2.1812,0.7587,0.0,0.569,5.9747,0.7587,0.0948,2.7503,0.569,1.6122
0,0,0.12,0.19,1,3,0,0,39,1,13,28,33,7,514,7,807648,Yeray Álvarez,yeray-alvarez,Athletic Club,La Liga,Defender,2025/26,0.0,0.0,0.021,0.0333,0.1751,0.5253,0.0,0.0,6.8288,0.1751,2.2763,4.9027,5.7782,1.2257
0,6,0.56,4.7,24,30,7,10,349,28,35,144,101,59,2709,32,84531,Yuri Berchiche,yuri-berchiche,Athletic Club,La Liga,Defender,2025/26,0.0,0.1993,0.0186,0.1561,0.7973,0.9967,0.2326,0.3322,11.5947,0.9302,1.1628,4.7841,3.3555,1.9601
2,3,4.47,5.56,44,49,7,23,285,17,13,96,18,31,2164,31,592012,Álex Berenguer,alex-berenguer,Athletic Club,La Liga,Midfielder,2025/26,0.0832,0.1248,0.1859,0.2312,1.8299,2.0379,0.2911,0.9566,11.853,0.707,0.5407,3.9926,0.7486,1.2893
0,0,0.13,0.17,3,1,0,6,39,10,4,37,17,1,600,11,801837,Íñigo Lekue,inigo-lekue,Athletic Club,La Liga,Defender,2025/26,0.0,0.0,0.0195,0.0255,0.45,0.15,0.0,0.9,5.85,1.5,0.6,5.55,2.55,0.15
4,0,4.17,1.11,21,10,2,7,69,3,1,25,0,2,622,12,824200,Ademola Lookman,ademola-lookman,Atlético Madrid,La Liga,Forward,2025/26,0.5788,0.0,0.6034,0.1606,3.0386,1.4469,0.2894,1.0129,9.9839,0.4341,0.1447,3.6174,0.0,0.2894
2,3,2.0,6.08,29,46,13,14,238,10,16,63,12,7,1572,27,910031,Alex Baena,alex-baena,Atlético Madrid,La Liga,Midfielder,2025/26,0.1145,0.1718,0.1145,0.3481,1.6603,2.6336,0.7443,0.8015,13.626,0.5725,0.916,3.6069,0.687,0.4008
13,0,10.16,1.13,68,10,2,10,126,7,0,34,25,94,1981,35,309078,Alexander Sørloth,alexander-srloth,Atlético Madrid,La Liga,Forward,2025/26,0.5906,0.0,0.4616,0.0513,3.0893,0.4543,0.0909,0.4543,5.7244,0.318,0.0,1.5447,1.1358,4.2706
7,4,7.61,4.15,47,32,9,9,211,9,8,64,13,11,1475,34,85859,Antoine Griezmann,antoine-griezmann,Atlético Madrid,La Liga,Forward,2025/26,0.4271,0.2441,0.4643,0.2532,2.8678,1.9525,0.5492,0.5492,12.8746,0.5492,0.4881,3.9051,0.7932,0.6712
0,1,0.42,0.43,5,4,2,3,101,10,22,50,73,30,1393,19,580550,Clément Lenglet,clement-lenglet,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.0646,0.0271,0.0278,0.323,0.2584,0.1292,0.1938,6.5255,0.6461,1.4214,3.2304,4.7164,1.9383
2,0,1.11,0.54,13,4,1,3,91,12,11,35,5,10,665,19,904970,Conor Gallagher,conor-gallagher,Atlético Madrid,La Liga,Midfielder,2025/26,0.2707,0.0,0.1502,0.0731,1.7594,0.5414,0.1353,0.406,12.3158,1.6241,1.4887,4.7368,0.6767,1.3534
0,2,1.33,2.1,21,13,4,8,245,27,19,86,101,42,2434,30,807771,Dávid Hancko,david-hancko,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.074,0.0492,0.0776,0.7765,0.4807,0.1479,0.2958,9.0592,0.9984,0.7025,3.18,3.7346,1.553
4,6,5.17,4.99,36,31,9,29,282,26,18,111,11,26,2109,31,1099352,Giuliano Simeone,giuliano-simeone,Atlético Madrid,La Liga,Midfielder,2025/26,0.1707,0.256,0.2206,0.2129,1.5363,1.3229,0.3841,1.2376,12.0341,1.1095,0.7681,4.7368,0.4694,1.1095
0,0,0.08,0.45,2,3,1,5,99,21,16,41,22,12,892,15,990169,Johnny Cardoso,johnny-cardoso,Atlético Madrid,La Liga,Midfielder,2025/26,0.0,0.0,0.0081,0.0454,0.2018,0.3027,0.1009,0.5045,9.9888,2.1188,1.6143,4.1368,2.2197,1.2108
0,1,1.74,0.45,13,1,1,2,81,12,16,47,64,37,1177,16,325355,José María Giménez,jose-maria-gimenez,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.0765,0.1331,0.0344,0.9941,0.0765,0.0765,0.1529,6.1937,0.9176,1.2234,3.5939,4.8938,2.8292
0,1,0.03,0.43,1,6,1,7,23,3,4,14,1,2,311,4,1402990,Julio Díaz,julio-diaz,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.2894,0.0087,0.1244,0.2894,1.7363,0.2894,2.0257,6.6559,0.8682,1.1576,4.0514,0.2894,0.5788
8,4,7.7,5.13,54,47,10,26,271,13,3,51,5,5,1902,29,944656,Julián Alvarez,julian-alvarez,Atlético Madrid,La Liga,Forward,2025/26,0.3785,0.1893,0.3644,0.2427,2.5552,2.224,0.4732,1.2303,12.8233,0.6151,0.142,2.4132,0.2366,0.2366
2,2,0.72,4.49,14,35,5,3,455,27,18,131,25,13,2236,34,84539,Koke,koke,Atlético Madrid,La Liga,Midfielder,2025/26,0.0805,0.0805,0.029,0.1807,0.5635,1.4088,0.2013,0.1208,18.314,1.0868,0.7245,5.2728,1.0063,0.5233
1,1,0.92,0.6,11,3,1,4,79,15,20,60,85,59,1382,19,1094106,Marc Pubill,marc-pubill,Atlético Madrid,La Liga,Defender,2025/26,0.0651,0.0651,0.0599,0.0391,0.7164,0.1954,0.0651,0.2605,5.1447,0.9768,1.3025,3.9074,5.5355,3.8423
0,4,1.98,3.8,18,20,9,13,350,40,12,124,53,10,2184,29,353138,Marcos Llorente,marcos-llorente,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.1648,0.0816,0.1566,0.7418,0.8242,0.3709,0.5357,14.4231,1.6484,0.4945,5.1099,2.1841,0.4121
0,3,0.14,3.84,5,26,5,5,256,24,20,98,65,26,1775,26,965011,Matteo Ruggeri,matteo-ruggeri,Atlético Madrid,La Liga,Defender,2025/26,0.0,0.1521,0.0071,0.1947,0.2535,1.3183,0.2535,0.2535,12.9803,1.2169,1.0141,4.969,3.2958,1.3183
2,2,0.48,1.57,14,21,6,15,154,22,13,80,32,7,1332,26,831799,Nahuel Molina,nahuel-molina,Atlético Madrid,La Liga,Defender,2025/26,0.1351,0.1351,0.0324,0.1061,0.9459,1.4189,0.4054,1.0135,10.4054,1.4865,0.8784,5.4054,2.1622,0.473
5,0,4.21,2.0,43,12,3,24,128,16,12,61,27,50,1460,24,901325,Nicolás González,nicolas-gonzalez,Atlético Madrid,La Liga,Midfielder,2025/26,0.3082,0.0,0.2595,0.1233,2.6507,0.7397,0.1849,1.4795,7.8904,0.9863,0.7397,3.7603,1.6644,3.0822
0,1,0.18,0.4,5,4,0,10,68,16,7,26,9,2,739,12,1119345,Obed Vargas,obed-vargas,Atlético Madrid,La Liga,Midfielder,2025/26,0.0,0.1218,0.0219,0.0487,0.6089,0.4871,0.0,1.2179,8.2815,1.9486,0.8525,3.1664,1.0961,0.2436
1,1,1.79,2.08,23,20,3,33,317,16,27,114,12,18,1666,23,1142588,Pablo Barrios,pablo-barrios,Atlético Madrid,La Liga,Midfielder,2025/26,0.054,0.054,0.0967,0.1124,1.2425,1.0804,0.1621,1.7827,17.1248,0.8643,1.4586,6.1585,0.6483,0.9724
1,1,0.62,0.33,6,2,1,1,81,19,20,56,98,51,1789,28,787751,Robin Le Normand,robin-le-normand,Atlético Madrid,La Liga,Defender,2025/26,0.0503,0.0503,0.0312,0.0166,0.3018,0.1006,0.0503,0.0503,4.0749,0.9558,1.0061,2.8172,4.9301,2.5657
1,1,1.62,1.11,17,15,2,20,167,11,4,60,13,7,1231,24,1391752,Rodrigo Mendoza,rodrigo-mendoza,Atlético Madrid,La Liga,Midfielder,2025/26,0.0731,0.0731,0.1184,0.0812,1.2429,1.0967,0.1462,1.4622,12.2096,0.8042,0.2924,4.3867,0.9504,0.5118
3,1,3.72,2.75,21,28,4,21,239,18,8,72,6,5,1312,27,944660,Thiago Almada,thiago-almada,Atlético Madrid,La Liga,Midfielder,2025/26,0.2058,0.0686,0.2552,0.1886,1.4405,1.9207,0.2744,1.4405,16.3948,1.2348,0.5488,4.939,0.4116,0.343
14,2,10.45,1.58,46,17,3,12,111,6,1,48,17,19,1902,35,785989,Borja Iglesias,borja-iglesias,Celta Vigo,La Liga,Forward,2025/26,0.6625,0.0946,0.4945,0.0748,2.1767,0.8044,0.142,0.5678,5.2524,0.2839,0.0473,2.2713,0.8044,0.8991
1,1,2.01,2.9,26,18,4,27,126,5,2,32,5,1,1135,19,1084730,Bryan Zaragoza,bryan-zaragoza,Celta Vigo,La Liga,Forward,2025/26,0.0793,0.0793,0.1594,0.23,2.0617,1.4273,0.3172,2.141,9.9912,0.3965,0.1586,2.5374,0.3965,0.0793
0,0,0.55,0.11,4,1,0,1,37,14,17,50,108,31,1493,19,360718,Carl Starfelt,carl-starfelt,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0,0.0332,0.0066,0.2411,0.0603,0.0,0.0603,2.2304,0.8439,1.0248,3.0141,6.5104,1.8687
0,0,0.52,0.07,2,1,0,0,33,8,5,25,43,14,610,8,1069703,Carlos Domínguez,carlos-dominguez,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0,0.0767,0.0103,0.2951,0.1475,0.0,0.0,4.8689,1.1803,0.7377,3.6885,6.3443,2.0656
1,1,1.57,1.49,13,13,3,22,157,10,8,73,9,5,1174,17,1526628,Fer López,fer-lopez,Celta Vigo,La Liga,Midfielder,2025/26,0.0767,0.0767,0.1204,0.1142,0.9966,0.9966,0.23,1.6865,12.0358,0.7666,0.6133,5.5963,0.6899,0.3833
9,3,6.73,1.28,45,16,2,21,112,4,8,51,20,17,1669,30,949962,Ferrán Jutglà,ferran-jutgla,Celta Vigo,La Liga,Forward,2025/26,0.4853,0.1618,0.3629,0.069,2.4266,0.8628,0.1078,1.1324,6.0395,0.2157,0.4314,2.7501,1.0785,0.9167
0,2,0.09,2.24,2,26,5,2,266,15,13,89,17,4,1342,20,1120669,Hugo Sotelo,hugo-sotelo,Celta Vigo,La Liga,Midfielder,2025/26,0.0,0.1341,0.006,0.1502,0.1341,1.7437,0.3353,0.1341,17.839,1.006,0.8718,5.9687,1.1401,0.2683
4,2,2.74,1.88,14,25,5,16,228,9,10,44,9,1,1343,28,1154935,Hugo Álvarez,hugo-alvarez,Celta Vigo,La Liga,Midfielder,2025/26,0.2681,0.134,0.1836,0.126,0.9382,1.6754,0.3351,1.0722,15.2792,0.6031,0.6701,2.9486,0.6031,0.067
5,3,4.48,3.86,28,31,9,12,247,11,12,48,2,3,1155,32,19356,Iago Aspas,iago-aspas,Celta Vigo,La Liga,Forward,2025/26,0.3896,0.2338,0.3491,0.3008,2.1818,2.4156,0.7013,0.9351,19.2468,0.8571,0.9351,3.7403,0.1558,0.2338
2,3,1.39,1.73,18,17,5,13,223,43,26,101,32,15,2495,36,962890,Ilaix Moriba,ilaix-moriba,Celta Vigo,La Liga,Midfielder,2025/26,0.0721,0.1082,0.0501,0.0624,0.6493,0.6132,0.1804,0.4689,8.0441,1.5511,0.9379,3.6433,1.1543,0.5411
0,1,0.68,0.8,13,10,2,8,271,24,26,71,97,27,2561,33,1526627,Javi Rodríguez,javi-rodriguez,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0351,0.0239,0.0281,0.4569,0.3514,0.0703,0.2811,9.5236,0.8434,0.9137,2.4951,3.4088,0.9488
2,6,1.3,2.84,11,14,7,21,144,13,21,53,33,8,1410,26,1008259,Javier Rueda,javier-rueda,Celta Vigo,La Liga,Midfielder,2025/26,0.1277,0.383,0.083,0.1813,0.7021,0.8936,0.4468,1.3404,9.1915,0.8298,1.3404,3.383,2.1064,0.5106
2,0,2.59,0.62,17,9,0,11,56,4,3,25,12,6,683,22,1173575,Jones El-Abdellaoui,jones-el-abdellaoui,Celta Vigo,La Liga,Forward,2025/26,0.2635,0.0,0.3413,0.0817,2.2401,1.1859,0.0,1.4495,7.3792,0.5271,0.3953,3.2943,1.5813,0.7906
0,0,0.24,0.06,2,0,0,1,19,3,9,26,42,12,639,8,796320,Joseph Aidoo,joseph-aidoo,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0,0.0338,0.0085,0.2817,0.0,0.0,0.1408,2.6761,0.4225,1.2676,3.662,5.9155,1.6901
0,0,0.05,0.09,2,3,0,1,43,9,8,32,34,7,765,14,1630975,Manu Fernández,manu-fernandez,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0,0.0059,0.0106,0.2353,0.3529,0.0,0.1176,5.0588,1.0588,0.9412,3.7647,4.0,0.8235
1,0,2.2,1.96,24,13,3,17,381,23,28,154,161,48,2770,32,69408,Marcos Alonso,marcos-alonso,Celta Vigo,La Liga,Defender,2025/26,0.0325,0.0,0.0715,0.0637,0.7798,0.4224,0.0975,0.5523,12.3791,0.7473,0.9097,5.0036,5.231,1.5596
1,0,0.91,1.39,8,17,4,3,136,17,12,69,23,10,1310,19,1398526,Miguel Román,miguel-roman,Celta Vigo,La Liga,Midfielder,2025/26,0.0687,0.0,0.0625,0.0955,0.5496,1.1679,0.2748,0.2061,9.3435,1.1679,0.8244,4.7405,1.5802,0.687
2,2,4.26,1.52,37,10,3,7,107,11,6,49,15,13,1431,30,1398524,Pablo Durán,pablo-duran,Celta Vigo,La Liga,Forward,2025/26,0.1258,0.1258,0.2679,0.0956,2.327,0.6289,0.1887,0.4403,6.7296,0.6918,0.3774,3.0818,0.9434,0.8176
2,1,1.58,2.03,16,19,1,26,339,18,25,107,65,11,2693,34,1002764,Sergio Carreira,sergio-carreira,Celta Vigo,La Liga,Midfielder,2025/26,0.0668,0.0334,0.0528,0.0678,0.5347,0.635,0.0334,0.8689,11.3294,0.6016,0.8355,3.5759,2.1723,0.3676
5,5,4.25,1.33,23,10,4,10,88,19,4,31,7,2,1268,29,1126779,Williot Swedberg,williot-swedberg,Celta Vigo,La Liga,Midfielder,2025/26,0.3549,0.3549,0.3017,0.0944,1.6325,0.7098,0.2839,0.7098,6.2461,1.3486,0.2839,2.2003,0.4968,0.142
0,0,0.03,0.1,1,2,0,2,21,10,7,28,68,10,947,12,1145100,Yoel Lago,yoel-lago,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0,0.0029,0.0095,0.095,0.1901,0.0,0.1901,1.9958,0.9504,0.6653,2.661,6.4625,0.9504
0,2,0.29,2.82,6,22,6,15,277,17,16,92,34,11,1984,25,1012410,Álvaro Núñez,nunez-alvaro,Celta Vigo,La Liga,Defender,2025/26,0.0,0.0907,0.0132,0.1279,0.2722,0.998,0.2722,0.6804,12.5655,0.7712,0.7258,4.1734,1.5423,0.499
1,4,0.63,4.42,14,32,7,15,370,20,9,79,38,15,1967,34,859773,Óscar Mingueza,oscar-mingueza,Celta Vigo,La Liga,Midfielder,2025/26,0.0458,0.183,0.0288,0.2022,0.6406,1.4642,0.3203,0.6863,16.9293,0.9151,0.4118,3.6146,1.7387,0.6863
1,4,2.31,3.43,34,30,9,18,135,20,15,80,23,9,1508,30,1082968,Abderrahman Rebbach,abderrahman-rebbach,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0597,0.2387,0.1379,0.2047,2.0292,1.7905,0.5371,1.0743,8.057,1.1936,0.8952,4.7745,1.3727,0.5371
1,1,0.24,0.46,5,6,2,5,85,8,7,42,27,15,680,25,891931,Ander Guevara,ander-guevara,Deportivo Alavés,La Liga,Midfielder,2025/26,0.1324,0.1324,0.0318,0.0609,0.6618,0.7941,0.2647,0.6618,11.25,1.0588,0.9265,5.5588,3.5735,1.9853
2,3,1.37,1.92,40,22,2,24,299,50,54,206,41,35,3116,36,855832,Antonio Blanco,antonio-blanco,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0578,0.0866,0.0396,0.0555,1.1553,0.6354,0.0578,0.6932,8.6361,1.4442,1.5597,5.9499,1.1842,1.0109
0,0,0.13,0.42,5,13,1,16,86,14,9,52,4,2,764,19,1046796,Calebe Gonçalves,calebe,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0,0.0,0.0153,0.0495,0.589,1.5314,0.1178,1.8848,10.1309,1.6492,1.0602,6.1257,0.4712,0.2356
0,4,2.71,3.41,30,38,6,13,274,24,10,83,22,14,1995,34,794937,Carles Aleñá,carles-alena,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0,0.1805,0.1223,0.1538,1.3534,1.7143,0.2707,0.5865,12.3609,1.0827,0.4511,3.7444,0.9925,0.6316
0,0,0.23,0.27,3,3,0,0,26,6,3,6,14,6,338,13,873717,Carlos Benavídez,carlos-benavidez,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.0,0.0612,0.0719,0.7988,0.7988,0.0,0.0,6.9231,1.5976,0.7988,1.5976,3.7278,1.5976
5,0,3.56,2.63,12,27,7,11,121,17,7,63,14,11,1256,21,1084399,Carlos Vicente,vicente-carlos,Deportivo Alavés,La Liga,Midfielder,2025/26,0.3583,0.0,0.2551,0.1885,0.8599,1.9347,0.5016,0.7882,8.6704,1.2182,0.5016,4.5143,1.0032,0.7882
1,2,0.98,1.67,9,22,2,25,214,12,6,92,12,4,1432,30,138383,Denis Suárez,denis-suarez,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0628,0.1257,0.0616,0.105,0.5656,1.3827,0.1257,1.5712,13.4497,0.7542,0.3771,5.7821,0.7542,0.2514
0,0,0.35,0.07,8,0,0,0,13,8,7,25,68,24,792,10,879875,Facundo Garcés,facundo-garces,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.0,0.0398,0.008,0.9091,0.0,0.0,0.0,1.4773,0.9091,0.7955,2.8409,7.7273,2.7273
2,0,1.8,0.07,15,2,0,1,23,1,2,5,6,15,587,10,1084043,Ibrahim Diabaté,ibrahim-diabate,Deportivo Alavés,La Liga,Forward,2025/26,0.3066,0.0,0.276,0.0107,2.2998,0.3066,0.0,0.1533,3.5264,0.1533,0.3066,0.7666,0.9199,2.2998
0,0,1.76,0.43,15,11,0,9,114,18,10,64,19,22,1259,28,788141,Jon Guridi,jon-guridi,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0,0.0,0.1258,0.0307,1.0723,0.7863,0.0,0.6434,8.1493,1.2867,0.7149,4.5751,1.3582,1.5727
0,0,0.3,0.3,4,5,1,3,93,16,11,70,103,42,1734,22,934383,Jon Pacheco,jon-pacheco,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.0,0.0156,0.0156,0.2076,0.2595,0.0519,0.1557,4.827,0.8304,0.5709,3.6332,5.346,2.1799
0,0,0.55,1.85,9,17,2,25,303,39,41,156,63,26,2998,34,235648,Jonny Otto,jonny-otto,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.0,0.0165,0.0555,0.2702,0.5103,0.06,0.7505,9.0961,1.1708,1.2308,4.6831,1.8913,0.7805
11,1,9.48,1.68,63,28,5,37,134,23,7,64,19,32,1959,29,814385,Lucas Boyé,lucas-boye,Deportivo Alavés,La Liga,Forward,2025/26,0.5054,0.0459,0.4355,0.0772,2.8943,1.2864,0.2297,1.6998,6.1562,1.0567,0.3216,2.9403,0.8729,1.4701
2,0,1.59,0.46,24,7,1,10,125,45,46,116,180,48,3239,36,896073,Nahuel Tenaglia,nahuel-tenaglia,Deportivo Alavés,La Liga,Defender,2025/26,0.0556,0.0,0.0442,0.0128,0.6669,0.1945,0.0278,0.2779,3.4733,1.2504,1.2782,3.2232,5.0015,1.3337
1,1,4.39,1.29,47,19,1,31,253,37,21,125,26,26,2253,37,1084381,Pablo Ibáñez,pablo-ibanez-lumbreras,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0399,0.0399,0.1754,0.0515,1.8775,0.759,0.0399,1.2383,10.1065,1.478,0.8389,4.9933,1.0386,1.0386
14,3,11.23,2.22,93,24,6,17,144,16,4,85,37,179,2725,37,831253,Toni Martínez,toni-martinez,Deportivo Alavés,La Liga,Forward,2025/26,0.4624,0.0991,0.3709,0.0733,3.0716,0.7927,0.1982,0.5615,4.756,0.5284,0.1321,2.8073,1.222,5.9119
0,3,1.0,1.53,12,14,3,8,107,16,11,64,81,33,2165,30,985726,Victor Parada,victor-parada,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.1247,0.0416,0.0636,0.4988,0.582,0.1247,0.3326,4.448,0.6651,0.4573,2.6605,3.3672,1.3718
0,1,0.79,2.48,11,17,4,8,101,11,10,65,37,16,1347,25,1403364,Youssef Enriquez,youssef-enriquez,Deportivo Alavés,La Liga,Defender,2025/26,0.0,0.0668,0.0528,0.1657,0.735,1.1359,0.2673,0.5345,6.7483,0.735,0.6682,4.343,2.4722,1.069
1,3,0.98,2.14,14,24,2,20,128,12,10,70,26,1,1290,16,1513222,Ángel Pérez,angel-perez,Deportivo Alavés,La Liga,Midfielder,2025/26,0.0698,0.2093,0.0684,0.1493,0.9767,1.6744,0.1395,1.3953,8.9302,0.8372,0.6977,4.8837,1.814,0.0698
1,1,0.56,1.75,12,23,4,5,98,18,14,37,40,7,1092,27,928672,Adrià Pedrosa,adria-pedrosa,Elche,La Liga,Defender,2025/26,0.0824,0.0824,0.0462,0.1442,0.989,1.8956,0.3297,0.4121,8.0769,1.4835,1.1538,3.0495,3.2967,0.5769
2,2,2.21,3.12,23,27,3,52,594,47,27,174,22,6,3166,36,286167,Aleix Febas,aleix-febas,Elche,La Liga,Midfielder,2025/26,0.0569,0.0569,0.0628,0.0887,0.6538,0.7675,0.0853,1.4782,16.8857,1.3361,0.7675,4.9463,0.6254,0.1706
10,0,10.55,1.32,57,22,1,14,170,7,5,56,19,25,1858,31,190159,André Silva,andre-silva,Elche,La Liga,Forward,2025/26,0.4844,0.0,0.511,0.0639,2.761,1.0657,0.0484,0.6781,8.2347,0.3391,0.2422,2.7126,0.9203,1.211
0,0,0.1,0.11,1,1,1,4,43,12,8,20,13,10,557,12,1542721,Buba Sangaré,sangare-buba,Elche,La Liga,Defender,2025/26,0.0,0.0,0.0162,0.0178,0.1616,0.1616,0.1616,0.6463,6.9479,1.939,1.2926,3.2316,2.1005,1.6158
