goals,assists,xg,xa,shots,key_passes,big_chances_created,dribbles,final_third_passes,tackles_won,interceptions,recoveries,clearances,aerials_won,minutes,appearances,player_id,player,slug,team,league,position,season,goals_p90,assists_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,big_chances_created_p90,dribbles_p90,final_third_passes_p90,tackles_won_p90,interceptions_p90,recoveries_p90,clearances_p90,aerials_won_p90
3,0,2.94,0.11,11,5,1,2,23,0,0,10,1,13,401,5,910048,Brian Brobbey,brian-brobbey,Sunderland,Premier League,Forward,2026/27,0.6733,0.0,0.6599,0.0247,2.4688,1.1222,0.2244,0.4489,5.1621,0.0,0.0,2.2444,0.2244,2.9177
0,0,0.31,0.17,5,2,0,1,17,4,4,12,31,26,450,5,958878,Daniel Ballard,daniel-ballard,Sunderland,Premier League,Defender,2026/27,0.0,0.0,0.062,0.034,1.0,0.4,0.0,0.2,3.4,0.8,0.8,2.4,6.2,5.2
1,1,2.05,1.34,10,8,4,6,40,5,3,11,0,3,439,5,984014,Enzo Le Fée,enzo-le-fee,Sunderland,Premier League,Midfielder,2026/27,0.205,0.205,0.4203,0.2747,2.0501,1.6401,0.82,1.2301,8.2005,1.0251,0.615,2.2551,0.0,0.615
0,0,0.06,1.32,1,13,5,4,73,6,6,33,3,5,450,5,117777,Granit Xhaka,granit-xhaka,Sunderland,Premier League,Midfielder,2026/27,0.0,0.0,0.012,0.264,0.2,2.6,1.0,0.8,14.6,1.2,1.2,6.6,0.6,1.0
1,1,0.6,0.13,4,2,1,7,29,2,4,14,0,2,318,5,1116571,Nilson Angulo,nilson-angulo,Sunderland,Premier League,Midfielder,2026/27,0.283,0.283,0.1698,0.0368,1.1321,0.566,0.283,1.9811,8.2075,0.566,1.1321,3.9623,0.0,0.566
0,0,0.43,0.24,7,3,1,4,48,5,3,12,7,3,412,5,1171539,Noah Sadiki,noah-sadiki,Sunderland,Premier League,Midfielder,2026/27,0.0,0.0,0.0939,0.0524,1.5291,0.6553,0.2184,0.8738,10.4854,1.0922,0.6553,2.6214,1.5291,0.6553
0,0,0.76,0.27,5,2,1,2,21,9,6,16,25,9,360,4,780014,Nordi Mukiele,nordi-mukiele,Sunderland,Premier League,Defender,2026/27,0.0,0.0,0.19,0.0675,1.25,0.5,0.25,0.5,5.25,2.25,1.5,4.0,6.25,2.25
0,0,0.0,0.32,0,2,0,2,27,4,8,18,12,9,360,4,831424,Reinildo Mandava,reinildo-mandava,Sunderland,Premier League,Defender,2026/27,0.0,0.0,0.0,0.08,0.0,0.5,0.0,0.5,6.75,1.0,2.0,4.5,3.0,2.25
0,1,0.34,0.59,7,2,1,1,28,1,4,15,12,3,399,5,128587,Thomas Meunier,thomas-meunier,Sunderland,Premier League,Defender,2026/27,0.0,0.2256,0.0767,0.1331,1.5789,0.4511,0.2256,0.2256,6.3158,0.2256,0.9023,3.3835,2.7068,0.6767
0,1,0.13,0.43,2,8,3,1,62,4,3,15,9,2,367,5,262911,Andy Robertson,andy-robertson,Tottenham Hotspur,Premier League,Defender,2026/27,0.0,0.2452,0.0319,0.1054,0.4905,1.9619,0.7357,0.2452,15.2044,0.9809,0.7357,3.6785,2.2071,0.4905
0,0,0.24,0.05,3,0,0,3,44,2,4,12,6,2,310,4,1142335,Archie Gray,archie-gray,Tottenham Hotspur,Premier League,Midfielder,2026/27,0.0,0.0,0.0697,0.0145,0.871,0.0,0.0,0.871,12.7742,0.5806,1.1613,3.4839,1.7419,0.5806
1,0,0.7,0.43,5,5,1,0,76,5,3,17,24,12,450,5,962012,Jan Paul van Hecke,jan-paul-van-hecke,Tottenham Hotspur,Premier League,Defender,2026/27,0.2,0.0,0.14,0.086,1.0,1.0,0.2,0.0,15.2,1.0,0.6,3.4,4.8,2.4
0,0,0.59,0.05,3,0,0,0,29,5,3,17,19,10,360,4,998247,Micky van de Ven,micky-van-de-ven,Tottenham Hotspur,Premier League,Defender,2026/27,0.0,0.0,0.1475,0.0125,0.75,0.0,0.0,0.0,7.25,1.25,0.75,4.25,4.75,2.5
0,0,0.38,0.14,7,4,0,12,33,2,0,11,0,0,341,4,873554,Omar Marmoush,omar-marmoush,Tottenham Hotspur,Premier League,Forward,2026/27,0.0,0.0,0.1003,0.037,1.8475,1.0557,0.0,3.1672,8.7097,0.5279,0.0,2.9032,0.0,0.0
0,0,0.02,0.12,1,1,0,1,55,8,5,23,14,9,372,5,791190,Rodrigo Bentancur,rodrigo-bentancur,Tottenham Hotspur,Premier League,Midfielder,2026/27,0.0,0.0,0.0048,0.029,0.2419,0.2419,0.0,0.2419,13.3065,1.9355,1.2097,5.5645,3.3871,2.1774
0,0,0.24,0.61,8,4,1,2,78,3,4,20,5,2,429,5,892673,Sandro Tonali,sandro-tonali,Tottenham Hotspur,Premier League,Midfielder,2026/27,0.0,0.0,0.0503,0.128,1.6783,0.8392,0.2098,0.4196,16.3636,0.6294,0.8392,4.1958,1.049,0.4196
