goals,assists,xg,xa,shots,key_passes,big_chances_created,dribbles,final_third_passes,tackles_won,interceptions,recoveries,clearances,aerials_won,minutes,appearances,player_id,player,slug,team,league,position,season,goals_p90,assists_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,big_chances_created_p90,dribbles_p90,final_third_passes_p90,tackles_won_p90,interceptions_p90,recoveries_p90,clearances_p90,aerials_won_p90
0,0,0.0,0.08,0,2,0,1,34,5,10,11,27,9,315,4,923894,Wesley Fofana,wesley-fofana,Chelsea,Premier League,Defender,2026/27,0.0,0.0,0.0,0.0229,0.0,0.5714,0.0,0.2857,9.7143,1.4286,2.8571,3.1429,7.7143,2.5714
0,0,0.02,0.39,1,1,0,1,23,1,3,11,16,14,360,4,999276,Aurèle Amenda,aurele-amenda,Coventry City,Premier League,Defender,2026/27,0.0,0.0,0.005,0.0975,0.25,0.25,0.0,0.25,5.75,0.25,0.75,2.75,4.0,3.5
0,0,0.49,0.29,10,3,1,1,23,2,7,16,36,15,438,5,1033352,Bobby Thomas,bobby-thomas,Coventry City,Premier League,Defender,2026/27,0.0,0.0,0.1007,0.0596,2.0548,0.6164,0.2055,0.2055,4.726,0.411,1.4384,3.2877,7.3973,3.0822
0,0,0.03,0.02,1,0,0,0,11,2,6,14,3,3,316,4,885864,Frank Onyeka,frank-onyeka,Coventry City,Premier League,Midfielder,2026/27,0.0,0.0,0.0085,0.0057,0.2848,0.0,0.0,0.0,3.1329,0.5696,1.7089,3.9873,0.8544,0.8544
0,0,0.91,1.12,6,9,0,1,27,2,3,21,4,8,301,5,979565,Jack Rudoni,jack-rudoni,Coventry City,Premier League,Midfielder,2026/27,0.0,0.0,0.2721,0.3349,1.794,2.691,0.0,0.299,8.0731,0.598,0.897,6.2791,1.196,2.392
1,0,0.5,0.53,3,4,1,7,45,4,4,14,10,4,445,5,791985,Jay DaSilva,jay-dasilva,Coventry City,Premier League,Defender,2026/27,0.2022,0.0,0.1011,0.1072,0.6067,0.809,0.2022,1.4157,9.1011,0.809,0.809,2.8315,2.0225,0.809
0,0,0.11,0.14,4,2,0,0,48,4,2,16,8,6,444,5,340713,Matt Grimes,matt-grimes,Coventry City,Premier League,Midfielder,2026/27,0.0,0.0,0.0223,0.0284,0.8108,0.4054,0.0,0.0,9.7297,0.8108,0.4054,3.2432,1.6216,1.2162
0,0,0.0,0.3,0,3,0,1,31,4,5,13,13,4,360,4,948723,Milan van Ewijk,milan-van-ewijk,Coventry City,Premier League,Defender,2026/27,0.0,0.0,0.0,0.075,0.0,0.75,0.0,0.25,7.75,1.0,1.25,3.25,3.25,1.0
0,0,0.15,0.57,4,7,2,1,48,5,6,15,9,1,437,5,1109771,Adam Wharton,adam-wharton,Crystal Palace,Premier League,Midfielder,2026/27,0.0,0.0,0.0309,0.1174,0.8238,1.4416,0.4119,0.2059,9.8856,1.0297,1.2357,3.0892,1.8535,0.2059
1,0,0.96,0.32,7,3,0,6,31,12,6,26,15,5,380,5,1403362,Anan Khalaili,anan-khalaili,Crystal Palace,Premier League,Midfielder,2026/27,0.2368,0.0,0.2274,0.0758,1.6579,0.7105,0.0,1.4211,7.3421,2.8421,1.4211,6.1579,3.5526,1.1842
0,0,0.08,0.07,2,0,0,2,21,6,7,16,33,6,450,5,931844,Chris Richards,chris-richards,Crystal Palace,Premier League,Defender,2026/27,0.0,0.0,0.016,0.014,0.4,0.0,0.0,0.4,4.2,1.2,1.4,3.2,6.6,1.2
0,3,0.47,0.38,4,6,2,2,50,9,1,23,3,2,443,5,794338,Daichi Kamada,daichi-kamada,Crystal Palace,Premier League,Midfielder,2026/27,0.0,0.6095,0.0955,0.0772,0.8126,1.219,0.4063,0.4063,10.158,1.8284,0.2032,4.6727,0.6095,0.4063
0,0,0.05,0.14,1,1,0,0,27,6,6,11,16,5,360,4,1471671,Jaydee Canvot,jaydee-canvot,Crystal Palace,Premier League,Defender,2026/27,0.0,0.0,0.0125,0.035,0.25,0.25,0.0,0.0,6.75,1.5,1.5,2.75,4.0,1.25
1,0,0.42,0.2,6,2,0,2,13,2,0,5,4,10,301,5,876599,Jørgen Strand Larsen,jorgen-strand-larsen,Crystal Palace,Premier League,Forward,2026/27,0.299,0.0,0.1256,0.0598,1.794,0.598,0.0,0.598,3.887,0.598,0.0,1.495,1.196,2.99
2,0,0.77,0.26,5,5,1,2,34,7,2,23,11,3,421,5,988275,Tyrick Mitchell,tyrick-mitchell,Crystal Palace,Premier League,Midfielder,2026/27,0.4276,0.0,0.1646,0.0556,1.0689,1.0689,0.2138,0.4276,7.2684,1.4964,0.4276,4.9169,2.3515,0.6413
0,0,0.51,0.56,6,5,3,2,28,3,1,16,3,2,311,5,984624,Yéremy Pino,yeremy-pino,Crystal Palace,Premier League,Forward,2026/27,0.0,0.0,0.1476,0.1621,1.7363,1.4469,0.8682,0.5788,8.1029,0.8682,0.2894,4.6302,0.8682,0.5788
0,1,0.21,0.49,4,4,2,2,41,5,4,19,6,2,446,5,1627560,Harrison Armstrong,harrison-armstrong,Everton,Premier League,Midfielder,2026/27,0.0,0.2018,0.0424,0.0989,0.8072,0.8072,0.4036,0.4036,8.2735,1.009,0.8072,3.8341,1.2108,0.4036
0,0,0.2,0.16,3,4,0,0,43,8,3,25,5,0,330,5,927361,James Garner,james-garner,Everton,Premier League,Midfielder,2026/27,0.0,0.0,0.0545,0.0436,0.8182,1.0909,0.0,0.0,11.7273,2.1818,0.8182,6.8182,1.3636,0.0
1,1,0.18,0.03,4,2,1,0,32,9,14,18,23,20,450,5,145188,James Tarkowski,james-tarkovsky,Everton,Premier League,Defender,2026/27,0.2,0.2,0.036,0.006,0.8,0.4,0.2,0.0,6.4,1.8,2.8,3.6,4.6,4.0
0,0,0.16,0.03,3,0,0,0,16,3,7,14,31,13,450,5,979563,Jarrad Branthwaite,jarrad-branthwaite,Everton,Premier League,Defender,2026/27,0.0,0.0,0.032,0.006,0.6,0.0,0.0,0.0,3.2,0.6,1.4,2.8,6.2,2.6
1,0,0.99,0.83,18,11,1,6,80,4,1,26,3,1,448,5,861970,Kiernan Dewsbury-Hall,kiernan-dewsbury-hall,Everton,Premier League,Midfielder,2026/27,0.2009,0.0,0.1989,0.1667,3.6161,2.2098,0.2009,1.2054,16.0714,0.8036,0.2009,5.2232,0.6027,0.2009
2,0,3.5,0.16,17,5,0,4,19,1,2,11,3,17,419,5,1395746,Thierno Barry,thierno-barry,Everton,Premier League,Forward,2026/27,0.4296,0.0,0.7518,0.0344,3.6516,1.074,0.0,0.8592,4.0811,0.2148,0.4296,2.3628,0.6444,3.6516
1,0,0.33,0.31,10,7,1,9,34,1,3,12,2,2,312,5,1403061,Tyrique George,tyrique-george,Everton,Premier League,Forward,2026/27,0.2885,0.0,0.0952,0.0894,2.8846,2.0192,0.2885,2.5962,9.8077,0.2885,0.8654,3.4615,0.5769,0.5769
0,0,0.04,0.15,1,2,0,2,40,11,7,30,13,11,450,5,876643,Vitaliy Mykolenko,vitaliy-mykolenko,Everton,Premier League,Defender,2026/27,0.0,0.0,0.008,0.03,0.2,0.4,0.0,0.4,8.0,2.2,1.4,6.0,2.6,2.2
0,0,0.39,1.22,6,10,3,1,77,4,3,19,2,0,411,5,352770,Alex Iwobi,alex-iwobi,Fulham,Premier League,Midfielder,2026/27,0.0,0.0,0.0854,0.2672,1.3139,2.1898,0.6569,0.219,16.8613,0.8759,0.6569,4.1606,0.438,0.0
0,0,0.27,0.31,4,7,0,4,55,10,3,20,12,2,431,5,803174,Antonee Robinson,antonee-robinson,Fulham,Premier League,Defender,2026/27,0.0,0.0,0.0564,0.0647,0.8353,1.4617,0.0,0.8353,11.4849,2.0882,0.6265,4.1763,2.5058,0.4176
0,0,0.13,0.09,3,0,0,4,47,3,4,22,17,2,450,5,861972,Calvin Bassey,calvin-bassey,Fulham,Premier League,Defender,2026/27,0.0,0.0,0.026,0.018,0.6,0.0,0.0,0.8,9.4,0.6,0.8,4.4,3.4,0.4
1,0,2.34,0.57,15,3,1,4,24,1,1,9,5,16,427,5,1402716,Gonzalo García,gonzalo-garcia,Fulham,Premier League,Forward,2026/27,0.2108,0.0,0.4932,0.1201,3.1616,0.6323,0.2108,0.8431,5.0585,0.2108,0.2108,1.897,1.0539,3.3724
2,0,1.54,0.46,14,4,1,7,46,4,1,16,3,1,427,5,1546231,Josh King,joshua-king,Fulham,Premier League,Midfielder,2026/27,0.4215,0.0,0.3246,0.097,2.9508,0.8431,0.2108,1.4754,9.6956,0.8431,0.2108,3.3724,0.6323,0.2108
0,0,0.54,1.15,4,8,1,3,42,1,5,15,0,1,348,5,1065216,Oscar Bobb,oscar-bobb,Fulham,Premier League,Midfielder,2026/27,0.0,0.0,0.1397,0.2974,1.0345,2.069,0.2586,0.7759,10.8621,0.2586,1.2931,3.8793,0.0,0.2586
0,0,0.08,0.36,2,6,1,0,34,2,1,8,4,2,352,5,793167,Sander Berge,sander-berge,Fulham,Premier League,Midfielder,2026/27,0.0,0.0,0.0205,0.092,0.5114,1.5341,0.2557,0.0,8.6932,0.5114,0.2557,2.0455,1.0227,0.5114
0,0,0.09,0.16,2,3,0,3,43,3,9,19,6,3,304,5,1131449,Shea Charles,shea-charles,Fulham,Premier League,Midfielder,2026/27,0.0,0.0,0.0266,0.0474,0.5921,0.8882,0.0,0.8882,12.7303,0.8882,2.6645,5.625,1.7763,0.8882
0,1,0.68,0.39,4,4,0,1,32,5,4,18,15,3,410,5,329417,Timothy Castagne,timothy-castagne,Fulham,Premier League,Defender,2026/27,0.0,0.2195,0.1493,0.0856,0.878,0.878,0.0,0.2195,7.0244,1.0976,0.878,3.9512,3.2927,0.6585
0,0,0.05,0.01,3,0,0,0,8,3,6,12,39,9,438,5,100578,John Egan,john-egan,Hull City,Premier League,Defender,2026/27,0.0,0.0,0.0103,0.0021,0.6164,0.0,0.0,0.0,1.6438,0.6164,1.2329,2.4658,8.0137,1.8493
0,0,0.13,0.06,1,2,0,0,24,3,2,11,6,2,351,5,827587,Lewie Coyle,lewie-coyle,Hull City,Premier League,Defender,2026/27,0.0,0.0,0.0333,0.0154,0.2564,0.5128,0.0,0.0,6.1538,0.7692,0.5128,2.8205,1.5385,0.5128
2,2,0.71,0.44,13,5,1,6,27,8,9,14,3,2,398,5,1125839,Mohamed Belloumi,mohamed-belloumi,Hull City,Premier League,Midfielder,2026/27,0.4523,0.4523,0.1606,0.0995,2.9397,1.1307,0.2261,1.3568,6.1055,1.809,2.0352,3.1658,0.6784,0.4523
0,1,1.23,0.14,10,6,0,4,24,1,1,9,8,25,442,5,367228,Oli McBurnie,oli-mcburnie,Hull City,Premier League,Forward,2026/27,0.0,0.2036,0.2505,0.0285,2.0362,1.2217,0.0,0.8145,4.8869,0.2036,0.2036,1.8326,1.629,5.0905
0,1,0.21,0.6,4,6,2,3,31,5,4,15,5,6,438,5,864474,Regan Slater,regan-slater,Hull City,Premier League,Midfielder,2026/27,0.0,0.2055,0.0432,0.1233,0.8219,1.2329,0.411,0.6164,6.3699,1.0274,0.8219,3.0822,1.0274,1.2329
0,1,0.02,0.44,1,8,3,2,24,3,4,14,15,5,445,5,931304,Ryan Giles,ryan-giles,Hull City,Premier League,Defender,2026/27,0.0,0.2022,0.004,0.089,0.2022,1.618,0.6067,0.4045,4.8539,0.6067,0.809,2.8315,3.0337,1.0112
1,0,0.66,0.02,3,0,0,3,19,3,5,16,16,8,424,5,307274,Semi Ajayi,semi-ajayi,Hull City,Premier League,Defender,2026/27,0.2123,0.0,0.1401,0.0042,0.6368,0.0,0.0,0.6368,4.033,0.6368,1.0613,3.3962,3.3962,1.6981
0,1,0.17,1.1,4,8,4,12,18,6,5,11,3,3,357,5,1103589,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,Ipswich Town,Premier League,Midfielder,2026/27,0.0,0.2521,0.0429,0.2773,1.0084,2.0168,1.0084,3.0252,4.5378,1.5126,1.2605,2.7731,0.7563,0.7563
0,0,0.07,0.26,1,6,0,2,19,2,6,18,31,16,450,5,856719,Dara O'Shea,dara-oshea,Ipswich Town,Premier League,Defender,2026/27,0.0,0.0,0.014,0.052,0.2,1.2,0.0,0.4,3.8,0.4,1.2,3.6,6.2,3.2
2,1,1.61,0.12,9,4,2,3,9,3,0,4,3,7,321,5,1128844,Emersonn,emersonn,Ipswich Town,Premier League,Forward,2026/27,0.5607,0.2804,0.4514,0.0336,2.5234,1.1215,0.5607,0.8411,2.5234,0.8411,0.0,1.1215,0.8411,1.9626
0,0,0.06,0.17,1,2,0,2,15,4,11,21,22,7,450,5,825719,Issa Diop,issa-diop,Ipswich Town,Premier League,Defender,2026/27,0.0,0.0,0.012,0.034,0.2,0.4,0.0,0.4,3.0,0.8,2.2,4.2,4.4,1.4
0,0,0.0,0.06,0,1,0,0,20,3,2,12,18,7,358,4,990821,Jacob Greaves,jacob-greaves,Ipswich Town,Premier League,Defender,2026/27,0.0,0.0,0.0,0.0151,0.0,0.2514,0.0,0.0,5.0279,0.7542,0.5028,3.0168,4.5251,1.7598
0,2,1.27,0.9,17,6,2,8,39,2,3,24,2,1,415,5,973556,Julio Enciso,julio-enciso,Ipswich Town,Premier League,Midfielder,2026/27,0.0,0.4337,0.2754,0.1952,3.6867,1.3012,0.4337,1.7349,8.4578,0.4337,0.6506,5.2048,0.4337,0.2169
2,1,1.59,0.46,6,4,1,0,29,1,3,10,15,3,450,5,963493,Leif Davis,leif-davis,Ipswich Town,Premier League,Defender,2026/27,0.4,0.2,0.318,0.092,1.2,0.8,0.2,0.0,5.8,0.2,0.6,2.0,3.0,0.6
0,1,0.02,0.4,1,6,0,1,41,4,6,13,9,2,403,5,371222,Saša Lukić,sasa-lukic,Ipswich Town,Premier League,Midfielder,2026/27,0.0,0.2233,0.0045,0.0893,0.2233,1.34,0.0,0.2233,9.1563,0.8933,1.34,2.9032,2.0099,0.4467
1,0,0.97,0.31,7,6,0,2,34,6,11,21,14,12,448,5,889861,Anton Stach,anton-stach,Leeds United,Premier League,Midfielder,2026/27,0.2009,0.0,0.1949,0.0623,1.4062,1.2054,0.0,0.4018,6.8304,1.2054,2.2098,4.2188,2.8125,2.4107
3,0,3.12,0.09,11,1,0,1,16,0,0,13,9,24,421,5,372344,Dominic Calvert-Lewin,dominic-calvert-lewin,Leeds United,Premier League,Forward,2026/27,0.6413,0.0,0.667,0.0192,2.3515,0.2138,0.0,0.2138,3.4204,0.0,0.0,2.7791,1.924,5.1306
0,0,0.08,0.26,2,5,0,1,23,6,11,24,10,4,450,5,847097,Ethan Ampadu,ethan-ampadu,Leeds United,Premier League,Midfielder,2026/27,0.0,0.0,0.016,0.052,0.4,1.0,0.0,0.2,4.6,1.2,2.2,4.8,2.0,0.8
0,1,0.22,0.42,4,4,1,0,22,9,8,14,18,11,450,5,827681,James Justin,james-justin,Leeds United,Premier League,Defender,2026/27,0.0,0.2,0.044,0.084,0.8,0.8,0.2,0.0,4.4,1.8,1.6,2.8,3.6,2.2
1,0,1.19,0.08,5,2,0,3,16,4,2,11,8,5,369,5,929132,Jayden Bogle,jayden-bogle,Leeds United,Premier League,Midfielder,2026/27,0.2439,0.0,0.2902,0.0195,1.2195,0.4878,0.0,0.7317,3.9024,0.9756,0.4878,2.6829,1.9512,1.2195
0,0,0.12,0.59,2,2,2,0,24,1,4,8,18,6,326,4,282229,Nico Elvedi,nico-elvedi,Leeds United,Premier League,Defender,2026/27,0.0,0.0,0.0331,0.1629,0.5521,0.5521,0.5521,0.0,6.6258,0.2761,1.1043,2.2086,4.9693,1.6564
1,0,0.17,0.27,5,2,0,12,17,7,1,8,2,3,303,5,865523,Noah Okafor,noah-okafor,Leeds United,Premier League,Forward,2026/27,0.297,0.0,0.0505,0.0802,1.4851,0.5941,0.0,3.5644,5.0495,2.0792,0.297,2.3762,0.5941,0.8911
0,1,0.49,0.05,5,1,1,3,18,2,11,16,37,16,450,5,1118177,Tarik Muharemović,tarik-muharemovic,Leeds United,Premier League,Defender,2026/27,0.0,0.2,0.098,0.01,1.0,0.2,0.2,0.6,3.6,0.4,2.2,3.2,7.4,3.2
4,0,3.54,0.09,15,3,0,4,29,0,1,3,1,5,415,5,823941,Alexander Isak,alexander-isak,Liverpool FC,Premier League,Forward,2026/27,0.8675,0.0,0.7677,0.0195,3.253,0.6506,0.0,0.8675,6.2892,0.0,0.2169,0.6506,0.2169,1.0843
0,0,0.1,0.49,3,3,0,2,52,7,2,19,8,3,308,5,895324,Alexis Mac Allister,alexis-mac-allister,Liverpool FC,Premier League,Midfielder,2026/27,0.0,0.0,0.0292,0.1432,0.8766,0.8766,0.0,0.5844,15.1948,2.0455,0.5844,5.5519,2.3377,0.8766
1,3,0.64,1.7,10,11,1,6,51,7,7,15,2,4,371,5,862967,Cody Gakpo,cody-gakpo,Liverpool FC,Premier League,Midfielder,2026/27,0.2426,0.7278,0.1553,0.4124,2.4259,2.6685,0.2426,1.4555,12.372,1.6981,1.6981,3.6388,0.4852,0.9704
1,0,1.42,0.78,13,11,3,2,65,4,4,22,6,3,441,5,869856,Dominik Szoboszlai,dominik-szoboszlai,Liverpool FC,Premier League,Midfielder,2026/27,0.2041,0.0,0.2898,0.1592,2.6531,2.2449,0.6122,0.4082,13.2653,0.8163,0.8163,4.4898,1.2245,0.6122
0,1,0.99,0.39,12,9,0,6,70,4,0,25,3,4,403,5,1019322,Florian Wirtz,florian-wirtz,Liverpool FC,Premier League,Midfielder,2026/27,0.0,0.2233,0.2211,0.0871,2.6799,2.0099,0.0,1.34,15.6328,0.8933,0.0,5.5831,0.67,0.8933
0,0,0.0,0.14,0,3,0,3,60,6,8,21,13,10,417,5,1445625,Jérémy Jacquet,jeremy-jacquet,Liverpool FC,Premier League,Defender,2026/27,0.0,0.0,0.0,0.0302,0.0,0.6475,0.0,0.6475,12.9496,1.295,1.7266,4.5324,2.8058,2.1583
0,0,0.07,0.08,3,2,0,1,47,4,2,10,17,4,386,5,1097425,Miloš Kerkez,milos-kerkez,Liverpool FC,Premier League,Defender,2026/27,0.0,0.0,0.0163,0.0187,0.6995,0.4663,0.0,0.2332,10.9585,0.9326,0.4663,2.3316,3.9637,0.9326
0,0,0.25,0.09,2,1,0,0,60,4,7,18,35,15,450,5,151545,Virgil van Dijk,virgil-van-dijk,Liverpool FC,Premier League,Defender,2026/27,0.0,0.0,0.05,0.018,0.4,0.2,0.0,0.0,12.0,0.8,1.4,3.6,7.0,3.0
2,3,0.34,1.16,7,10,2,4,63,4,1,14,1,2,450,5,934354,Antoine Semenyo,antoine-semenyo,Manchester City,Premier League,Midfielder,2026/27,0.4,0.6,0.068,0.232,1.4,2.0,0.4,0.8,12.6,0.8,0.2,2.8,0.2,0.4
0,0,0.1,0.67,4,3,2,4,83,7,8,23,10,5,415,5,994546,Elliot Anderson,elliot-anderson,Manchester City,Premier League,Midfielder,2026/27,0.0,0.0,0.0217,0.1453,0.8675,0.6506,0.4337,0.8675,18.0,1.5181,1.7349,4.988,2.1687,1.0843
5,0,4.43,0.53,20,1,1,4,22,0,1,10,9,9,450,5,839956,Erling Haaland,erling-haaland,Manchester City,Premier League,Forward,2026/27,1.0,0.0,0.886,0.106,4.0,0.2,0.2,0.8,4.4,0.0,0.2,2.0,1.8,1.8
0,1,0.39,0.59,7,7,2,9,61,3,4,26,6,2,387,5,914309,Iliman Ndiaye,iliman-ndiaye,Manchester City,Premier League,Midfielder,2026/27,0.0,0.2326,0.0907,0.1372,1.6279,1.6279,0.4651,2.093,14.186,0.6977,0.9302,6.0465,1.3953,0.4651
1,2,0.22,0.75,3,3,1,5,45,5,7,21,11,11,435,5,964994,Joško Gvardiol,josko-gvardiol,Manchester City,Premier League,Defender,2026/27,0.2069,0.4138,0.0455,0.1552,0.6207,0.6207,0.2069,1.0345,9.3103,1.0345,1.4483,4.3448,2.2759,2.2759
1,1,0.95,0.4,3,3,1,4,78,3,3,19,21,13,450,5,877994,Marc Guéhi,marc-guehi,Manchester City,Premier League,Defender,2026/27,0.2,0.2,0.19,0.08,0.6,0.6,0.2,0.8,15.6,0.6,0.6,3.8,4.2,2.6
3,2,0.72,1.54,9,12,3,5,60,0,1,9,2,0,305,5,979128,Rayan Cherki,cherki-rayan,Manchester City,Premier League,Midfielder,2026/27,0.8852,0.5902,0.2125,0.4544,2.6557,3.541,0.8852,1.4754,17.7049,0.0,0.2951,2.6557,0.5902,0.0
0,0,0.29,0.74,2,3,0,2,36,1,3,16,20,15,450,5,318941,Rúben Dias,ruben-dias,Manchester City,Premier League,Defender,2026/27,0.0,0.0,0.058,0.148,0.4,0.6,0.0,0.4,7.2,0.2,0.6,3.2,4.0,3.0
3,1,2.57,1.32,19,13,1,2,122,4,0,21,2,1,450,5,288205,Bruno Fernandes,bruno-fernandes,Manchester United,Premier League,Midfielder,2026/27,0.6,0.2,0.514,0.264,3.8,2.6,0.2,0.4,24.4,0.8,0.0,4.2,0.4,0.2
2,0,3.06,0.8,19,10,2,3,73,4,4,14,2,4,450,5,927083,Bryan Mbeumo,bryan-mbeumo,Manchester United,Premier League,Forward,2026/27,0.4,0.0,0.612,0.16,3.8,2.0,0.4,0.6,14.6,0.8,0.8,2.8,0.4,0.8
0,0,0.24,0.24,8,8,1,3,46,5,5,21,4,4,348,5,843200,Diogo Dalot,diogo-dalot,Manchester United,Premier League,Defender,2026/27,0.0,0.0,0.0621,0.0621,2.069,2.069,0.2586,0.7759,11.8966,1.2931,1.2931,5.431,1.0345,1.0345
0,0,0.21,0.46,6,3,1,3,42,2,6,21,20,17,450,5,149380,Harry Maguire,harry-maguire,Manchester United,Premier League,Defender,2026/27,0.0,0.0,0.042,0.092,1.2,0.6,0.2,0.6,8.4,0.4,1.2,4.2,4.0,3.4
0,1,0.3,0.53,6,6,0,10,81,4,6,40,3,2,357,5,1142175,Kobbie Mainoo,kobbie-mainoo,Manchester United,Premier League,Midfielder,2026/27,0.0,0.2521,0.0756,0.1336,1.5126,1.5126,0.0,2.521,20.4202,1.0084,1.5126,10.084,0.7563,0.5042
0,0,0.21,0.16,6,1,0,1,37,3,2,14,13,8,360,4,859999,Lisandro Martínez,lisandro-martinez,Manchester United,Premier League,Defender,2026/27,0.0,0.0,0.0525,0.04,1.5,0.25,0.0,0.25,9.25,0.75,0.5,3.5,3.25,2.0
0,1,0.03,0.57,2,5,1,0,55,4,6,7,8,6,336,4,190839,Luke Shaw,luke-shaw,Manchester United,Premier League,Defender,2026/27,0.0,0.2679,0.008,0.1527,0.5357,1.3393,0.2679,0.0,14.7321,1.0714,1.6071,1.875,2.1429,1.6071
0,0,0.77,0.42,13,13,0,8,57,1,1,10,3,3,355,5,814590,Marcus Rashford,marcus-rashford,Manchester United,Premier League,Forward,2026/27,0.0,0.0,0.1952,0.1065,3.2958,3.2958,0.0,2.0282,14.4507,0.2535,0.2535,2.5352,0.7606,0.7606
1,1,0.63,0.84,13,8,3,3,55,2,1,9,0,0,410,5,886363,Matheus Cunha,matheus-cunha,Manchester United,Premier League,Forward,2026/27,0.2195,0.2195,0.1383,0.1844,2.8537,1.7561,0.6585,0.6585,12.0732,0.439,0.2195,1.9756,0.0,0.0
0,0,0.64,0.51,7,7,0,2,110,5,7,25,3,4,404,5,331737,Youri Tielemans,youri-tielemans,Manchester United,Premier League,Midfielder,2026/27,0.0,0.0,0.1426,0.1136,1.5594,1.5594,0.0,0.4455,24.505,1.1139,1.5594,5.5693,0.6683,0.8911
0,1,0.14,0.09,3,2,0,4,15,3,1,15,13,4,328,4,1102791,Amar Dedić,amar-dedic,Newcastle United,Premier League,Defender,2026/27,0.0,0.2744,0.0384,0.0247,0.8232,0.5488,0.0,1.0976,4.1159,0.8232,0.2744,4.1159,3.5671,1.0976
1,2,0.62,0.49,8,6,1,2,37,2,3,16,11,4,449,5,855647,Harvey Barnes,harvey-barnes,Newcastle United,Premier League,Forward,2026/27,0.2004,0.4009,0.1243,0.0982,1.6036,1.2027,0.2004,0.4009,7.4165,0.4009,0.6013,3.2071,2.2049,0.8018
1,1,0.26,0.8,5,6,2,7,59,9,5,38,20,5,449,5,1136730,Lewis Hall,lewis-hall,Newcastle United,Premier League,Defender,2026/27,0.2004,0.2004,0.0521,0.1604,1.0022,1.2027,0.4009,1.4031,11.8263,1.804,1.0022,7.6169,4.0089,1.0022
0,0,0.05,0.14,1,4,0,3,44,4,5,26,12,5,399,5,1400650,Lewis Miley,lewis-miley,Newcastle United,Premier League,Midfielder,2026/27,0.0,0.0,0.0113,0.0316,0.2256,0.9023,0.0,0.6767,9.9248,0.9023,1.1278,5.8647,2.7068,1.1278
0,0,0.0,0.08,0,1,0,2,13,0,2,10,35,18,450,5,1014286,Malick Thiaw,malick-thiaw,Newcastle United,Premier League,Defender,2026/27,0.0,0.0,0.0,0.016,0.0,0.2,0.0,0.4,2.6,0.0,0.4,2.0,7.0,3.6
0,0,0.06,0.19,2,0,0,0,11,2,5,14,42,17,450,5,910046,Sven Botman,sven-botman,Newcastle United,Premier League,Defender,2026/27,0.0,0.0,0.012,0.038,0.4,0.0,0.0,0.0,2.2,0.4,1.0,2.8,8.4,3.4
1,1,2.34,0.06,9,4,1,4,18,0,0,15,5,10,441,5,805123,Yoane Wissa,yoane-wissa,Newcastle United,Premier League,Forward,2026/27,0.2041,0.2041,0.4776,0.0122,1.8367,0.8163,0.2041,0.8163,3.6735,0.0,0.0,3.0612,1.0204,2.0408
1,0,1.25,0.93,11,5,2,3,18,0,1,15,2,2,321,5,944327,Dan Ndoye,dan-ndoye,Nottingham Forest,Premier League,Midfielder,2026/27,0.2804,0.0,0.3505,0.2607,3.0841,1.4019,0.5607,0.8411,5.0467,0.0,0.2804,4.2056,0.5607,0.5607
0,0,0.05,0.03,2,1,0,0,21,2,3,8,24,7,360,4,1170722,Jair,jair-paula,Nottingham Forest,Premier League,Defender,2026/27,0.0,0.0,0.0125,0.0075,0.5,0.25,0.0,0.0,5.25,0.5,0.75,2.0,6.0,1.75
0,0,0.37,1.05,9,12,2,2,58,9,1,21,8,6,418,5,1003334,James McAtee,james-mcatee,Nottingham Forest,Premier League,Midfielder,2026/27,0.0,0.0,0.0797,0.2261,1.9378,2.5837,0.4306,0.4306,12.488,1.9378,0.2153,4.5215,1.7225,1.2919
1,2,1.59,1.42,10,14,5,5,67,1,1,14,1,3,450,5,865912,Morgan Gibbs-White,morgan-gibbs-white,Nottingham Forest,Premier League,Midfielder,2026/27,0.2,0.4,0.318,0.284,2.0,2.8,1.0,1.0,13.4,0.2,0.2,2.8,0.2,0.6
0,1,0.42,0.37,5,5,0,4,42,7,7,18,35,9,448,5,1199282,Murillo,murillo,Nottingham Forest,Premier League,Defender,2026/27,0.0,0.2009,0.0844,0.0743,1.0045,1.0045,0.0,0.8036,8.4375,1.4062,1.4062,3.6161,7.0312,1.808
0,0,0.4,0.62,6,8,1,1,39,11,0,28,12,6,450,5,927356,Neco Williams,neco-williams,Nottingham Forest,Premier League,Defender,2026/27,0.0,0.0,0.08,0.124,1.2,1.6,0.2,0.2,7.8,2.2,0.0,5.6,2.4,1.2
0,0,0.04,0.57,2,4,0,4,18,4,3,14,9,4,309,4,800417,Ola Aina,ola-aina,Nottingham Forest,Premier League,Defender,2026/27,0.0,0.0,0.0117,0.166,0.5825,1.165,0.0,1.165,5.2427,1.165,0.8738,4.0777,2.6214,1.165
0,0,0.18,0.19,6,1,0,4,40,11,5,21,5,4,376,5,791079,Xaver Schlager,xaver-schlager,Nottingham Forest,Premier League,Midfielder,2026/27,0.0,0.0,0.0431,0.0455,1.4362,0.2394,0.0,0.9574,9.5745,2.633,1.1968,5.0266,1.1968,0.9574
